"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/30/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/01/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/02/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/03/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/04/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/05/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/06/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/07/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/08/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/09/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/10/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/11/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/12/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/13/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/14/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/15/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/16/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/17/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/18/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/19/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/20/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/21/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/22/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/23/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/24/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/26/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/27/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/28/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/29/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/30/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/31/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/01/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/02/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/03/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/04/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/05/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/06/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/07/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/08/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/09/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/10/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/11/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/12/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/13/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/14/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/15/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/16/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/17/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/18/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/19/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/20/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/21/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/22/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/23/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/24/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/25/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/26/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/27/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/28/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/29/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"06/30/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/01/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/02/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/07/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/08/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/09/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/10/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/11/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/12/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/13/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/14/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/15/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/16/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/17/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/18/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/19/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/20/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/21/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","19","79.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/23/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","18","75.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/24/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/26/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/27/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/28/2023","AQS","320030540","1","1.1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/29/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/30/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"07/31/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/01/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/02/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/03/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/04/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/05/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/06/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/07/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/08/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/09/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","19","79.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/10/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/11/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/12/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/13/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/14/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/15/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/16/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/17/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/18/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/19/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/20/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/21/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/22/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/23/2023","AQS","320030540","1","0.1","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/24/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/25/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/26/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/27/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/28/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/29/2023","AQS","320030540","1","1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"08/30/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
